1.380,0.108
1.380,0.108
1.380,0.109
1.381,0.109
1.380,0.109
1.381,0.109
1.380,0.109
1.380,0.109
1.380,0.109
1.380,0.109
1.380,0.109
1.380,0.109
1.380,0.108
1.380,0.108
1.380,0.108
1.380,0.108
1.380,0.108
1.380,0.109
1.380,0.109
1.380,0.109
1.380,0.108
1.381,0.108
1.380,0.109
1.380,0.109
1.380,0.110
1.380,0.109
1.380,0.110
1.380,0.110
1.380,0.109
1.380,0.109
1.380,0.109
1.380,0.110
1.380,0.110
1.380,0.110
1.380,0.109
1.380,0.109
1.380,0.109
1.380,0.108
1.380,0.108
1.380,0.107
1.380,0.107
1.380,0.108
1.380,0.108
1.380,0.108
1.380,0.107
1.380,0.108
1.380,0.107
1.380,0.108
1.380,0.108
1.380,0.108
1.380,0.107
1.380,0.107
1.381,0.106
1.384,0.097
1.389,0.089
1.395,0.084
1.405,0.078
1.419,0.067
1.436,0.056
1.458,0.041
1.485,0.022
1.517,-0.000
1.517,-0.000
1.559,-0.023
1.606,-0.039
1.657,-0.050
1.711,-0.064
1.769,-0.080
1.829,-0.096
1.893,-0.114
1.957,-0.125
2.024,-0.133
2.091,-0.134
2.091,-0.134
2.160,-0.128
2.230,-0.120
2.301,-0.119
2.373,-0.118
2.445,-0.117
2.517,-0.110
2.588,-0.106
2.661,-0.104
2.734,-0.102
2.806,-0.104
2.806,-0.104
2.881,-0.111
2.956,-0.117
3.033,-0.125
3.110,-0.128
3.188,-0.126
3.267,-0.124
3.350,-0.120
3.434,-0.116
3.519,-0.112
3.608,-0.109
3.608,-0.109
3.698,-0.107
3.790,-0.109
3.883,-0.111
3.979,-0.113
4.078,-0.117
4.177,-0.121
4.278,-0.122
4.379,-0.122
4.484,-0.125
4.576,-0.126
4.576,-0.126
4.684,-0.127
4.796,-0.127
4.908,-0.123
5.023,-0.117
5.141,-0.113
5.261,-0.110
5.384,-0.108
5.510,-0.106
5.641,-0.100
5.790,-0.097
5.790,-0.097
5.935,-0.098
6.083,-0.099
6.235,-0.097
6.391,-0.100
6.551,-0.106
6.718,-0.111
6.889,-0.116
7.065,-0.118
7.246,-0.116
7.432,-0.116
7.432,-0.116
7.631,-0.118
7.834,-0.119
8.047,-0.121
8.264,-0.119
8.486,-0.115
8.716,-0.112
8.954,-0.113
9.185,-0.116
9.398,-0.122
9.589,-0.125
9.589,-0.125
9.740,-0.115
9.870,-0.106
9.976,-0.103
10.063,-0.106
10.127,-0.110
10.165,-0.110
10.178,-0.107
10.177,-0.111
10.177,-0.110
10.177,-0.108
10.177,-0.108
10.177,-0.107
10.177,-0.106
10.177,-0.100
10.177,-0.094
10.177,-0.085
10.177,-0.079
10.177,-0.074
10.177,-0.064
10.177,-0.059
10.177,-0.052
10.177,-0.052
10.177,-0.047
10.177,-0.044
10.177,-0.041
10.177,-0.038
10.177,-0.034
10.177,-0.031
10.177,-0.026
10.177,-0.020
10.177,-0.014
10.177,-0.011
10.177,-0.011
10.177,-0.010
10.177,-0.009
10.177,-0.009
10.177,-0.008
10.177,-0.009
10.177,-0.008
10.177,-0.008
10.177,-0.007
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.007
10.177,-0.008
10.177,-0.006
10.177,-0.006
10.177,-0.005
10.177,-0.006
10.177,-0.005
10.177,-0.006
10.177,-0.006
10.177,-0.007
10.177,-0.008
10.177,-0.009
10.177,-0.009
10.177,-0.008
10.177,-0.009
10.177,-0.009
10.177,-0.009
10.177,-0.010
10.177,-0.010
10.177,-0.010
10.177,-0.009
10.177,-0.008
10.177,-0.007
10.177,-0.007
10.177,-0.007
10.177,-0.007
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.007
10.177,-0.007
10.177,-0.007
10.177,-0.007
10.177,-0.007
10.177,-0.007
10.177,-0.007
10.177,-0.006
10.177,-0.005
10.177,-0.003
10.177,-0.001
10.177,-0.001
10.177,-0.001
10.177,-0.001
10.177,-0.003
10.177,-0.004
10.177,-0.005
10.177,-0.005
10.177,-0.005
10.177,-0.006
10.177,-0.006
10.177,-0.008
10.177,-0.009
10.177,-0.009
10.177,-0.010
10.177,-0.010
10.177,-0.009
10.177,-0.009
10.177,-0.009
10.177,-0.009
10.177,-0.008
10.177,-0.008
10.177,-0.007
10.177,-0.007
10.177,-0.007
10.177,-0.006
10.177,-0.005
10.177,-0.005
10.177,-0.004
10.177,-0.005
10.177,-0.006
10.177,-0.007
10.177,-0.007
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.007
10.177,-0.007
10.177,-0.006
10.176,-0.006
10.177,-0.007
10.177,-0.007
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.009
10.177,-0.010
10.177,-0.009
10.177,-0.009
10.177,-0.010
10.177,-0.010
10.177,-0.009
10.177,-0.009
10.177,-0.008
10.177,-0.008
10.177,-0.007
10.177,-0.007
10.177,-0.007
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.009
10.177,-0.009
10.177,-0.010
10.177,-0.010
10.177,-0.009
10.177,-0.009
10.177,-0.009
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.007
10.177,-0.007
10.177,-0.008
10.177,-0.009
10.177,-0.009
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.008
10.177,-0.007
10.177,-0.007
10.177,-0.008
10.177,-0.009
10.177,-0.009
10.177,-0.009
10.177,-0.008
10.177,-0.007
10.177,-0.007
10.177,-0.008
10.177,-0.008
